duration_ms,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,top100
278186,0.537,0.944,-4.406,0.0988,0.00634,0.0233,0.36,148.019,0
278192,0.503,0.581,-7.596,0.0346,0.155,0.175,0.262,140.063,0
278199,0.43,0.96,-4.32,0.0778,5.64E-05,0.126,0.252,101.608,0
278200,0.234,0.975,-3.362,0.0876,1.84E-06,0.116,0.303,161.719,0
278211,0.609,0.718,-5.809,0.0412,0.0261,0.275,0.189,125.048,0
278213,0.523,0.361,-10.718,0.0238,0.684,0.0671,0.38,101.887,0
278213,0.517,0.678,-4.332,0.0273,0.203,0.293,0.371,138.085,0
278213,0.426,0.792,-4.709,0.0374,0.000495,0.142,0.557,161.994,0
278213,0.48,0.997,-3.73,0.0773,0.0918,0.68,0.459,182.01,0
278226,0.5,0.574,-6.049,0.0273,0.208,0.0899,0.609,90.17,0
278226,0.756,0.915,-2.385,0.0357,0.529,0.105,0.767,94.223,0
278240,0.737,0.733,-7.007,0.04,0.58,0.119,0.762,125.013,0
278260,0.546,0.903,-6.256,0.0572,0.00249,0.515,0.0715,138.006,0
278266,0.521,0.406,-13.468,0.028,0.797,0.191,0.536,92.132,0
278266,0.656,0.876,-3.649,0.123,0.123,0.466,0.531,103.911,0
278268,0.427,0.68,-6.992,0.0321,0.57,0.128,0.183,140.141,0
278280,0.428,0.472,-8.32,0.0306,0.131,0.772,0.2,89.928,0
278280,0.583,0.893,-6.514,0.0438,0.000178,0.589,0.212,134.888,0
278280,0.359,0.612,-4.353,0.0306,0.0904,0.0907,0.252,136.912,0
278284,0.712,0.93,-5.338,0.0576,0.23,0.981,0.744,129.072,0
278290,0.623,0.905,-8.458,0.0411,0.09,0.3,0.438,137.047,0
278293,0.606,0.408,-10.539,0.0362,0.385,0.437,0.211,110.01,0
278297,0.832,0.808,-5.608,0.102,0.113,0.115,0.505,93.997,0
278320,0.273,0.941,-6.183,0.063,0.00111,0.0641,0.132,87.494,0
278333,0.621,0.615,-6.596,0.032,0.649,0.0891,0.179,102.954,0
278333,0.337,0.333,-12.124,0.0399,0.724,0.243,0.19,142.209,0
278344,0.73,0.635,-5.234,0.117,0.58,0.137,0.756,87.941,0
278346,0.44,0.236,-7.712,0.0279,0.88,0.108,0.329,83.935,0
278360,0.286,0.656,-7.638,0.038,0.00803,0.679,0.323,157.577,0
278373,0.619,0.917,-6.025,0.0318,0.0658,0.129,0.572,108.949,0
278373,0.563,0.714,-4.86,0.0456,0.644,0.619,0.687,119.336,0
278373,0.365,0.086,-20.144,0.0383,0.958,0.0857,0.201,125.67,0
278377,0.562,0.595,-7.124,0.0314,0.715,0.108,0.403,93.993,0
278377,0.555,0.588,-8.503,0.0278,0.814,0.109,0.374,94.052,0
278377,0.555,0.588,-8.503,0.0278,0.814,0.109,0.374,94.052,0
278377,0.555,0.596,-7.278,0.0298,0.665,0.108,0.352,94.2,0
278377,0.555,0.596,-7.278,0.0298,0.665,0.108,0.352,94.2,0
278386,0.801,0.91,-6.566,0.225,0.00239,0.0737,0.805,87.277,0
278400,0.885,0.696,-5.876,0.314,0.045,0.652,0.562,100.034,0
278400,0.786,0.952,-6.772,0.123,0.112,0.114,0.422,124.048,0
278400,0.897,0.692,-4.985,0.0492,0.0187,0.0603,0.607,125.024,0
278400,0.495,0.925,-3.193,0.0417,0.000129,0.139,0.587,136.977,0
278400,0.371,0.902,-3.36,0.0538,0.172,0.0685,0.491,149.659,0
278400,0.498,0.778,-3.236,0.0508,0.463,0.101,0.182,149.89,0
278400,0.427,0.836,-3.323,0.0466,0.0456,0.369,0.248,150.128,0
278401,0.501,0.382,-9.31,0.0283,0.722,0.154,0.264,80.657,0
278401,0.503,0.381,-9.31,0.0283,0.722,0.154,0.263,80.658,0
278413,0.709,0.661,-8.401,0.0328,0.608,0.133,0.608,119.984,0
278413,0.229,0.456,-9.566,0.0354,0.127,0.097,0.271,199.935,0
278426,0.271,0.177,-11.907,0.0307,0.948,0.111,0.183,83.558,0
278429,0.368,0.822,-5.929,0.033,0.000148,0.129,0.515,200.338,0
278440,0.587,0.302,-14.976,0.0293,0.223,0.128,0.19,112.46,0
278440,0.555,0.494,-9.738,0.0684,0.586,0.101,0.35,113.362,0
278440,0.415,0.533,-8.445,0.0308,0.0037,0.176,0.126,138.929,0
278440,0.336,0.653,-8.475,0.0341,0.0301,0.964,0.271,160.529,0
278445,0.432,0.342,-11.334,0.033,0.785,0.0899,0.362,143.992,0
278453,0.821,0.839,-4.723,0.22,0.272,0.306,0.285,101.118,0
278453,0.608,0.834,-5.101,0.0381,0.0218,0.13,0.855,139.993,0
278466,0.609,0.601,-7.302,0.0927,0.633,0.127,0.732,89.043,0
278466,0.845,0.191,-10.987,0.0397,0.892,0.111,0.272,113.017,0
278466,0.66,0.83,-13.518,0.0573,0.000879,0.371,0.514,125.369,0
278466,0.439,0.803,-5.073,0.0414,0.000445,0.0556,0.543,150.061,0
278466,0.627,0.717,-7.473,0.0519,0.0402,0.111,0.367,164.049,0
278473,0.449,0.93,-1.085,0.0591,0.00578,0.0527,0.315,130.983,0
278495,0.611,0.831,-5.07,0.0581,0.287,0.212,0.51,102.035,0
278506,0.442,0.514,-12.635,0.0321,0.894,0.169,0.768,114.873,0
278506,0.572,0.601,-7.411,0.0321,0.219,0.119,0.346,139.986,0
278506,0.383,0.463,-8.751,0.0467,0.793,0.088,0.217,144.889,0
278506,0.45,0.931,-6.38,0.0833,0.000393,0.0978,0.673,192.152,0
278518,0.361,0.656,-5.483,0.0398,0.387,0.196,0.302,160.11,0
278520,0.599,0.583,-6.96,0.0273,0.624,0.37,0.365,98.086,0
278533,0.648,0.912,-5.493,0.0744,0.0863,0.641,0.694,118.012,0
278540,0.664,0.695,-9.387,0.0308,0.454,0.37,0.887,120.985,0
278546,0.614,0.73,-3.655,0.0417,0.681,0.17,0.658,78.926,0
278546,0.522,0.74,-7.018,0.0465,0.558,0.144,0.732,92.618,0
278546,0.708,0.491,-8.637,0.0369,0.331,0.0828,0.232,110.017,0
278546,0.456,0.558,-5.251,0.0274,0.263,0.256,0.29,175.975,0
278569,0.59,0.679,-5.956,0.101,0.347,0.05,0.629,158.939,0
278571,0.596,0.872,-2.616,0.0485,0.0044,0.168,0.278,150.02,0
278573,0.382,0.718,-8.159,0.0322,0.358,0.471,0.572,114.963,0
278586,0.666,0.956,-3.09,0.0975,0.00455,0.953,0.487,124.003,0
278600,0.352,0.301,-15.009,0.0353,0.893,0.115,0.217,106.399,0
278600,0.291,0.974,-2.997,0.171,0.0177,0.886,0.348,134.724,0
278600,0.395,0.944,-5.82,0.0919,1.74E-05,0.186,0.12,179.946,0
278604,0.58,0.655,-7.96,0.095,0.576,0.11,0.453,163.987,0
278604,0.432,0.945,-6.426,0.04,0.0033,0.182,0.328,169.956,0
278613,0.536,0.869,-4.688,0.0335,2.35E-05,0.128,0.417,131.993,0
278622,0.754,0.845,-2.554,0.161,0.126,0.603,0.793,86.978,0
278626,0.564,0.938,-6.822,0.938,0.781,0.93,0.356,76.767,0
278626,0.73,0.736,-6.089,0.0368,0.681,0.209,0.88,96.768,0
278626,0.673,0.6,-8.272,0.0319,0.234,0.0706,0.446,136.719,0
278640,0.702,0.326,-6.638,0.0272,0.705,0.168,0.628,79.904,0
278640,0.445,0.543,-8.196,0.0272,0.000825,0.202,0.102,99.963,0
278640,0.474,0.587,-8.254,0.0291,0.00821,0.234,0.237,141.635,0
278653,0.398,0.29,-10.273,0.0314,0.875,0.152,0.215,138.317,0
278655,0.353,0.926,-3.827,0.149,0.00138,0.234,0.157,162.046,0
278666,0.502,0.517,-8.207,0.0359,0.653,0.18,0.497,104.374,0
278666,0.626,0.868,-4.526,0.0411,0.00812,0.162,0.339,134.963,0
278679,0.572,0.738,-6.738,0.0348,0.0281,0.0555,0.215,161.949,0
278680,0.73,0.592,-7.864,0.0412,0.000776,0.0361,0.938,97.998,0
278680,0.398,0.952,-6.042,0.061,0.000373,0.1,0.584,122.093,0
278693,0.427,0.954,-3.331,0.168,3.96E-05,0.271,0.0918,112.487,0
278693,0.267,0.0781,-20.715,0.036,0.978,0.116,0.0776,138.394,0
278693,0.241,0.254,-17.03,0.0416,0.994,0.0639,0.0378,139.131,0
278706,0.65,0.897,-2.704,0.0556,0.000315,0.102,0.927,90.008,0
278706,0.587,0.819,-7.858,0.043,0.00192,0.0646,0.931,168.05,0
278706,0.361,0.962,-1.299,0.0401,0.00374,0.304,0.43,170.168,0
278708,0.174,0.232,-17.844,0.0441,0.378,0.339,0.038,118.436,0
278720,0.791,0.701,-7.843,0.0678,0.0226,0.546,0.251,100.635,0
278720,0.469,0.513,-7.702,0.0345,0.591,0.962,0.294,130.932,0
278726,0.0903,0.00895,-31.771,0.0394,0.951,0.0942,0.0348,79.452,0
278726,0.594,0.793,-8.096,0.05,0.0509,0.102,0.636,136.984,0
278746,0.509,0.584,-4.907,0.057,0.0368,0.384,0.685,170.411,0
278750,0.812,0.817,-6.661,0.115,0.0953,0.0877,0.576,143.94,0
278761,0.699,0.819,-3.786,0.172,0.347,0.123,0.555,112.764,0
278766,0.6,0.983,-3.182,0.0499,6.73E-05,0.364,0.58,139.987,0
278774,0.761,0.73,-5.704,0.0393,0.593,0.0908,0.587,122.004,0
278800,0.346,0.095,-22.82,0.0428,0.907,0.0923,0.0396,109.452,0
278800,0.53,0.567,-8.666,0.046,0.668,0.554,0.673,117.606,0
278808,0.679,0.908,-2.949,0.0379,0.0613,0.0711,0.658,119.978,0
278808,0.633,0.644,-4.579,0.113,0.191,0.137,0.48,127.95,0
278813,0.368,0.824,-4.07,0.0401,0.00943,0.11,0.12,161.974,0
278819,0.43,0.805,-7.936,0.0528,0.0725,0.063,0.388,150.049,0
278826,0.331,0.145,-18.287,0.039,0.912,0.0928,0.111,143.631,0
278850,0.497,0.922,-3.51,0.0622,0.00532,0.137,0.691,149.957,0
278851,0.536,0.416,-10.004,0.35,0.168,0.0715,0.134,67.922,0
278853,0.472,0.815,-4.293,0.0343,0.00754,0.115,0.323,140.027,0
278866,0.61,0.605,-12.484,0.0419,0.000925,0.344,0.458,87.953,0
278871,0.724,0.769,-4.024,0.0533,0.182,0.243,0.935,176.249,0
278893,0.315,0.405,-14.468,0.0325,0.239,0.784,0.215,111.411,0
278894,0.409,0.981,-4.901,0.138,1.09E-05,0.0568,0.198,140.035,0
278897,0.726,0.82,-3.187,0.0484,0.217,0.0459,0.723,88.421,0
278900,0.557,0.8,-6.867,0.0329,0.088,0.104,0.497,105.023,0
278913,0.579,0.826,-8.951,0.0367,0.00194,0.707,0.4,128.02,0
278933,0.744,0.499,-12.428,0.0359,0.0986,0.178,0.668,101.008,0
278933,0.174,0.178,-18.717,0.0362,0.994,0.0737,0.0347,167.972,0
278946,0.22,0.236,-10.515,0.032,0.676,0.16,0.0393,88.165,0
278958,0.701,0.804,-5.743,0.0379,0.71,0.0877,0.963,159.979,0
278961,0.513,0.907,-5.908,0.0703,0.00203,0.347,0.672,110.461,0
278973,0.349,0.628,-7.25,0.0325,0.287,0.274,0.354,98,0
278973,0.423,0.845,-3.509,0.0559,0.143,0.213,0.317,116.602,0
278973,0.53,0.59,-9.169,0.025,0.183,0.0675,0.43,144.202,0
278986,0.702,0.281,-10.724,0.0395,0.832,0.121,0.23,81.048,0
278986,0.646,0.458,-9.319,0.0304,0.00362,0.239,0.628,101.68,0
278987,0.765,0.908,-5.043,0.052,0.0605,0.233,0.891,106.993,0
278991,0.546,0.586,-8.488,0.0313,0.00346,0.0562,0.364,131.778,0
279000,0.197,0.268,-10.932,0.0301,0.882,0.104,0.125,62.989,0
279000,0.589,0.713,-3.756,0.0976,0.0331,0.178,0.547,92.018,0
279000,0.596,0.544,-11.759,0.0362,0.604,0.262,0.262,115.022,0
279000,0.737,0.559,-7.006,0.0288,0.483,0.0542,0.628,119.979,0
279000,0.62,0.585,-7.233,0.0312,0.244,0.175,0.391,124.137,0
279000,0.421,0.884,-4.85,0.0529,2.09E-05,0.908,0.401,127.521,0
279000,0.284,0.554,-9.612,0.0675,0.883,0.103,0.356,134.491,0
279000,0.45,0.59,-7,0.03,0.05,0.08,0.21,140,1
279013,0.595,0.907,-6.206,0.0387,0.0138,0.13,0.427,97.469,0
279026,0.651,0.708,-12.389,0.0512,0.0819,0.0782,0.734,90.037,0
279026,0.243,0.619,-6.287,0.0336,0.0952,0.563,0.084,143.609,0
279026,0.356,0.888,-3.872,0.114,0.000273,0.0675,0.642,189.591,0
279026,0.236,0.799,-5.167,0.0939,0.0136,0.0948,0.303,208.951,0
279040,0.668,0.576,-7.113,0.0301,0.477,0.212,0.553,100.031,0
279040,0.791,0.415,-8.419,0.0562,0.153,0.387,0.556,112.033,0
279057,0.418,0.452,-7.619,0.0304,0.762,0.822,0.225,139.261,0
279066,0.368,0.571,-7.475,0.0451,0.557,0.889,0.286,99.916,0
279066,0.477,0.79,-5.348,0.0394,0.0261,0.0841,0.505,157.797,0
279068,0.399,0.461,-10.694,0.0411,0.157,0.116,0.205,96.591,0
279103,0.414,0.921,-3.623,0.0785,0.00204,0.196,0.435,194.994,0
279106,0.318,0.985,-6.849,0.0943,2.36E-06,0.135,0.316,102.807,0
279107,0.534,0.721,-7.636,0.0427,0.634,0.1,0.439,112.062,0
279107,0.539,0.729,-7.588,0.0412,0.627,0.128,0.435,112.074,0
279120,0.731,0.73,-6.302,0.123,0.411,0.052,0.503,79.999,0
279120,0.538,0.757,-5.622,0.037,0.0055,0.104,0.298,123.914,0
279133,0.204,0.935,-4.181,0.0781,0.0105,0.899,0.219,121.365,0
279145,0.7,0.57,-6.926,0.0924,0.477,0.295,0.248,129.013,0
279146,0.491,0.729,-4.289,0.0402,2.08E-05,0.352,0.248,122.02,0
279148,0.454,0.969,-4.897,0.0748,2.18E-05,0.0709,0.386,140.172,0
279161,0.747,0.752,-6.934,0.0385,0.0533,0.974,0.586,104.932,0
279173,0.693,0.456,-9.658,0.0496,0.0927,0.111,0.333,129.996,0
279173,0.435,0.901,-3.694,0.0429,0.000303,0.185,0.547,143.646,0
279186,0.386,0.815,-3.395,0.0417,0.707,0.159,0.349,124.293,0
279196,0.306,0.748,-5.419,0.0397,0.24,0.151,0.489,61.737,0
279200,0.715,0.696,-9.901,0.54,0.828,0.492,0.721,118.682,0
279200,0.487,0.94,-3.704,0.367,0.00367,0.0914,0.223,150.102,0
279200,0.476,0.834,-4.026,0.0331,0.00674,0.691,0.241,151.979,0
279202,0.604,0.866,-6.39,0.875,0.893,0.917,0.393,58.042,0
279224,0.699,0.578,-15.418,0.0333,0.00906,0.117,0.555,117.003,0
279226,0.236,0.892,-4.106,0.188,0.0305,0.278,0.0685,184.981,0
279240,0.541,0.734,-5.214,0.424,0.191,0.572,0.378,75.076,0
279240,0.467,0.789,-6.404,0.029,0.0235,0.128,0.351,87.958,0
279240,0.809,0.768,-6.186,0.132,0.54,0.0573,0.565,128.037,0
279240,0.498,0.825,-8.072,0.0534,0.0225,0.187,0.141,129.999,0
279241,0.561,0.973,-0.605,0.434,0.0361,0.154,0.263,154.962,0
279249,0.567,0.481,-20.827,0.925,0.804,0.796,0.175,74.57,0
279250,0.5,0.429,-12.754,0.0396,0.457,0.364,0.0817,82.496,0
279260,0.513,0.317,-17.036,0.0363,0.365,0.118,0.177,84.853,0
279283,0.321,0.911,-4.619,0.0448,2.33E-05,0.0543,0.471,99.985,0
279293,0.593,0.584,-6.916,0.0269,0.577,0.203,0.665,96.017,0
279293,0.762,0.474,-10.47,0.0406,0.059,0.279,0.845,96.263,0
279306,0.502,0.201,-12.186,0.0482,0.878,0.107,0.464,148.8,0
279308,0.485,0.892,-3.586,0.0809,0.000443,0.1,0.576,142.046,0
279312,0.65,0.531,-19.06,0.943,0.747,0.754,0.375,91.122,0
279316,0.435,0.104,-22.39,0.0445,0.973,0.119,0.162,120.484,0
279317,0.599,0.682,-12.866,0.956,0.664,0.322,0.539,94.532,0
279333,0.595,0.379,-12.058,0.0454,0.271,0.1,0.448,92.006,0
279333,0.379,0.716,-4.312,0.0326,0.000272,0.0786,0.239,92.721,0
279333,0.831,0.56,-7.361,0.133,0.00892,0.344,0.882,129.002,0
279346,0.54,0.359,-12.122,0.0337,0.811,0.0878,0.2,113.376,0
279349,0.332,0.786,-4.112,0.0334,0.0295,0.418,0.444,139.988,0
279356,0.818,0.829,-7.145,0.0978,0.303,0.277,0.967,108.999,0
279357,0.131,0.147,-20.713,0.0409,0.94,0.0672,0.0399,90.721,0
279360,0.458,0.869,-8.381,0.032,0.0969,0.357,0.813,91.39,0
279360,0.346,0.846,-8.003,0.0608,0.0127,0.942,0.615,134.993,0
279360,0.71,0.589,-11.933,0.167,0.068,0.176,0.65,144.601,0
279373,0.236,0.578,-5.477,0.0404,0.327,0.206,0.227,75.367,0
279374,0.65,0.973,-4.392,0.0885,0.000638,0.134,0.222,127.951,0
279374,0.625,0.892,-5.507,0.0762,0.000317,0.915,0.0382,127.997,0
279376,0.588,0.745,-5.754,0.0886,0.515,0.179,0.432,95.071,0
279379,0.825,0.745,-6.856,0.0867,0.209,0.111,0.942,124.092,0
279384,0.682,0.698,-5.679,0.0335,0.0087,0.237,0.257,128.059,0
279400,0.495,0.845,-5.18,0.0369,0.0119,0.114,0.368,111.977,0
279400,0.467,0.976,-5.369,0.0911,0.000487,0.275,0.155,146.005,0
279405,0.548,0.553,-9.714,0.122,0.0996,0.0713,0.137,85.231,0
279408,0.572,0.399,-9.204,0.0284,0.818,0.101,0.346,104.064,0
279413,0.49,0.747,-4.628,0.0448,0.0759,0.108,0.785,96.01,0
279420,0.641,0.645,-7.996,0.0479,0.0418,0.147,0.342,109.994,0
279420,0.461,0.901,-7.969,0.0474,0.000228,0.197,0.048,133.863,0
279426,0.391,0.432,-14.698,0.0796,0.166,0.129,0.523,177.466,0
279428,0.53,0.476,-7.671,0.0332,0.285,0.106,0.452,139.684,0
279429,0.644,0.423,-8.702,0.0324,0.464,0.11,0.509,131.903,0
279435,0.687,0.41,-10.624,0.0373,0.591,0.191,0.72,125.019,0
279453,0.336,0.594,-9.085,0.0276,0.0911,0.143,0.461,79.605,0
279453,0.653,0.553,-12.327,0.0594,0.519,0.118,0.703,128.631,0
279453,0.542,0.927,-3.971,0.0752,0.167,0.446,0.369,135.002,0
279472,0.266,0.708,-4.479,0.0399,0.252,0.609,0.37,75.834,0
279475,0.734,0.867,-5.632,0.0456,0.0968,0.1,0.962,131.947,0
279493,0.787,0.431,-8.416,0.042,0.68,0.141,0.531,110.028,0
279500,0.589,0.811,-5.052,0.0429,0.473,0.114,0.166,119.969,0
279502,0.777,0.645,-6.741,0.0851,0.174,0.0929,0.744,95.039,0
279506,0.389,0.305,-12.527,0.0252,0.223,0.12,0.263,74.921,0
279506,0.791,0.44,-8.443,0.0416,0.64,0.0926,0.553,110.105,0
279515,0.752,0.481,-9.203,0.044,0.419,0.366,0.393,135.671,0
279520,0.48,0.32,-10.39,0.0312,0.726,0.107,0.0877,143.991,0
279536,0.678,0.799,-7.313,0.0454,0.405,0.124,0.57,96.012,0
279546,0.473,0.661,-6.391,0.0281,0.00176,0.137,0.378,153.973,0
279548,0.646,0.865,-16.545,0.0559,0.00165,0.0754,0.0396,137.437,0
279555,0.524,0.894,-5.214,0.0378,0.00685,0.156,0.134,122.97,0
279588,0.618,0.245,-11.805,0.924,0.676,0.435,0.522,75.139,0
279600,0.56,0.97,-2.858,0.051,0.000154,0.0763,0.269,100.09,0
279613,0.809,0.465,-7.972,0.0388,0.0598,0.119,0.475,98.023,0
279613,0.463,0.668,-7.169,0.0372,0.0311,0.586,0.306,122.154,0
279615,0.653,0.72,-9.259,0.0524,0.499,0.127,0.768,155.899,0
279626,0.814,0.66,-4.099,0.0339,0.257,0.144,0.967,110.048,0
279626,0.729,0.875,-6.141,0.0411,0.499,0.203,0.722,120.008,0
279626,0.484,0.846,-6.371,0.0464,0.000409,0.137,0.207,136.903,0
279661,0.534,0.47,-9.729,0.0255,0.435,0.0875,0.185,151.915,0
279666,0.264,0.8,-2.427,0.0537,0.0195,0.406,0.465,155.558,0
279666,0.604,0.601,-9.928,0.0437,0.0139,0.183,0.169,176.408,0
279677,0.608,0.757,-6.945,0.164,0.259,0.259,0.625,124.078,0
279677,0.705,0.852,-4.552,0.252,0.226,0.14,0.671,185.964,0
279692,0.494,0.533,-8.183,0.0368,0.344,0.11,0.41,108.007,0
279692,0.543,0.912,-4.615,0.0544,0.000236,0.145,0.376,144.964,0
279694,0.559,0.448,-8.374,0.046,0.944,0.245,0.758,108.72,0
279694,0.67,0.958,-7.005,0.0639,0.00366,0.115,0.0899,127.039,0
279705,0.589,0.921,-7.441,0.0592,0.00019,0.209,0.193,120.02,0
279705,0.706,0.81,-3.331,0.0283,0.103,0.674,0.862,120.024,0
279706,0.307,0.308,-9.312,0.0407,0.774,0.117,0.325,51.793,0
279718,0.357,0.0488,-22.849,0.0397,0.85,0.0864,0.0422,142.014,0
279720,0.66,0.728,-6.177,0.337,0.178,0.0516,0.594,91.101,0
279720,0.801,0.641,-9.349,0.173,0.34,0.0693,0.741,96.96,0
279733,0.384,0.88,-4.362,0.0687,0.01,0.175,0.348,150.048,0
279733,0.682,0.804,-4.958,0.0616,0.615,0.0857,0.79,185.754,0
279754,0.25,0.684,-13.165,0.124,0.656,0.16,0.165,85.047,0
279754,0.658,0.725,-6.427,0.0295,0.000534,0.154,0.644,123.909,0
279760,0.726,0.811,-5.782,0.0464,0.381,0.176,0.856,119.978,0
279760,0.602,0.506,-8.423,0.0277,0.364,0.11,0.325,127.932,0
279773,0.487,0.492,-6.794,0.051,0.313,0.141,0.236,119.124,0
279773,0.537,0.883,-4.466,0.221,0.000719,0.37,0.636,150.098,0
279773,0.477,0.833,-8.271,0.0315,0.00226,0.171,0.555,169.968,0
279781,0.746,0.421,-7.944,0.0756,0.409,0.113,0.545,97.152,0
279785,0.527,0.981,-3.667,0.0814,3.49E-05,0.357,0.078,102.523,0
279786,0.512,0.814,-5.467,0.0327,0.00419,0.0991,0.277,97.996,0
279800,0.706,0.645,-6.016,0.0647,0.663,0.307,0.731,89.219,0
279800,0.779,0.79,-5.638,0.128,0.427,0.136,0.79,95,0
279800,0.509,0.632,-7.726,0.0272,0.0331,0.179,0.425,134.923,0
279800,0.545,0.948,-5.098,0.0779,0.00335,0.226,0.355,141.507,0
279800,0.574,0.738,-4.752,0.0366,0.00522,0.0749,0.42,155.018,0
279800,0.629,0.745,-8.188,0.04,0.229,0.0624,0.704,175.979,0
279806,0.403,0.706,-6.046,0.355,0.676,0.46,0.27,77.224,0
279806,0.459,0.708,-5.909,0.0291,0.144,0.0644,0.12,79.986,0
279813,0.157,0.133,-19.689,0.036,0.988,0.0769,0.157,80.095,0
279824,0.616,0.667,-5.814,0.0312,0.666,0.201,0.526,108.143,0
279826,0.666,0.777,-7.461,0.0541,0.0645,0.462,0.85,95.022,0
279826,0.624,0.906,-4.436,0.0514,0.0978,0.0963,0.632,129.99,0
279826,0.386,0.452,-7.715,0.0278,0.417,0.0881,0.287,169.837,0
279841,0.661,0.9,-5.54,0.0347,0.00291,0.272,0.677,134.015,0
279866,0.562,0.385,-7.279,0.0258,0.733,0.11,0.2,99.142,0
279866,0.81,0.376,-7.941,0.0411,0.208,0.0622,0.635,122.618,0
279878,0.597,0.842,-6,0.047,0.0068,0.115,0.753,169.913,0
279880,0.484,0.843,-7.975,0.0422,0.0104,0.475,0.277,136.075,0
279881,0.45,0.802,-4.531,0.0401,0.0165,0.243,0.306,144.025,0
279893,0.501,0.76,-5.802,0.0343,0.00268,0.152,0.138,83.046,0
279893,0.519,0.212,-13.321,0.0277,0.85,0.133,0.31,99.014,0
279905,0.655,0.488,-6.36,0.0376,0.82,0.113,0.398,105.953,0
279906,0.384,0.787,-6.117,0.0371,0.00732,0.746,0.332,147.988,0
279909,0.604,0.689,-13.12,0.0459,0.401,0.104,0.673,87.838,0
279916,0.586,0.396,-9.953,0.0319,0.896,0.0992,0.16,142.591,0
279931,0.672,0.685,-5.595,0.0384,0.00751,0.172,0.368,115.009,0
279933,0.752,0.611,-8.681,0.315,0.21,0.778,0.746,90.993,0
279933,0.275,0.538,-7.42,0.0372,0.029,0.673,0.101,145.685,0
279933,0.552,0.328,-16.384,0.0346,0.78,0.111,0.0396,152.015,0
279939,0.552,0.844,-9.026,0.0581,0.000179,0.0842,0.25,110.007,0
279987,0.427,0.553,-9.728,0.175,0.0996,0.0705,0.137,170.144,0
279995,0.513,0.584,-8.089,0.0343,0.597,0.81,0.195,130.829,0
280000,0.773,0.54,-7.123,0.103,0.371,0.131,0.322,84.115,0
280000,0.698,0.817,-5.843,0.0955,0.0701,0.264,0.944,92.023,0
280000,0.599,0.708,-5.567,0.0736,0.106,0.1,0.628,96.122,0
280000,0.79,0.7,-6,0.04,0.02,0.08,0.3,122,1
280000,0.8,0.61,-6,0.06,0,0.07,0.4,128,1
280000,0.614,0.658,-13.187,0.0333,0.00933,0.104,0.25,132.006,0
280000,0.39,0.837,-5.979,0.0496,0.00644,0.499,0.045,146.087,0
280000,0.698,0.496,-11.991,0.0367,0.557,0.091,0.282,160.007,0
280013,0.514,0.812,-5.674,0.0388,0.000603,0.277,0.36,172.941,0
280032,0.521,0.947,-1.545,0.0436,0.00408,0.348,0.539,109.967,0
280040,0.512,0.574,-7.016,0.0273,0.0425,0.105,0.161,119.917,0
280053,0.783,0.828,-9.037,0.0416,0.549,0.0608,0.92,94.509,0
280059,0.681,0.825,-8.039,0.0311,0.551,0.18,0.817,88.213,0
280071,0.32,0.516,-6.163,0.0279,0.421,0.123,0.394,97.727,0
280075,0.333,0.978,-3.452,0.18,0.00236,0.372,0.267,159.981,0
280079,0.798,0.637,-8.081,0.0364,0.487,0.343,0.766,91.532,0
280079,0.829,0.722,-11.766,0.256,0.0243,0.126,0.429,140.02,0
280080,0.825,0.475,-9.202,0.031,0.485,0.0949,0.595,119.906,0
280084,0.575,0.655,-7.464,0.0427,0.604,0.094,0.703,82.077,0
280084,0.434,0.0812,-14.44,0.0409,0.911,0.369,0.307,94.303,0
280093,0.454,0.851,-5.436,0.054,0.153,0.877,0.126,125.05,0
280106,0.443,0.112,-18.418,0.0474,0.968,0.125,0.219,123.839,0
280110,0.265,0.967,-5.902,0.0908,3.54E-06,0.0754,0.0446,200.113,0
280120,0.563,0.935,-3.7,0.0374,0.000256,0.351,0.261,130.065,0
280137,0.669,0.866,-6.628,0.0499,0.0589,0.0463,0.288,119.992,0
280145,0.567,0.939,-1.511,0.0575,0.317,0.0473,0.686,131.979,0
280151,0.295,0.679,-6.182,0.15,0.000551,0.165,0.381,197.964,0
280151,0.294,0.679,-6.182,0.152,0.000551,0.165,0.383,198.03,0
280160,0.804,0.394,-7.597,0.0422,0.722,0.0599,0.599,82.529,0
280160,0.722,0.734,-7.703,0.0305,0.123,0.179,0.951,116.255,0
280160,0.34,0.81,-5.567,0.0365,0.0165,0.21,0.104,157.972,0
280161,0.659,0.774,-7.014,0.0372,0.606,0.185,0.883,82.995,0
280161,0.659,0.774,-7.014,0.0372,0.606,0.185,0.883,82.995,0
280173,0.532,0.475,-8.383,0.166,0.886,0.791,0.344,90.289,0
280206,0.412,0.835,-4.342,0.0335,0.000434,0.106,0.313,81.958,0
280210,0.529,0.64,-7.482,0.031,0.398,0.12,0.521,137.031,0
280213,0.494,0.185,-10.275,0.0305,0.829,0.113,0.272,123.97,0
280226,0.614,0.283,-8.008,0.027,0.472,0.114,0.331,107.673,0
280240,0.595,0.513,-8.434,0.0357,0.869,0.517,0.626,79.945,0
280240,0.361,0.946,-3.516,0.0759,0.000504,0.343,0.39,161.92,0
280241,0.6,0.598,-11.105,0.838,0.702,0.808,0.652,81.906,0
