duration_ms,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,top100
157964,0.611,0.624,-4.349,0.0349,0.734,0.0629,0.523,117.143,0
157972,0.326,0.388,-11.21,0.0506,0.978,0.252,0.486,82.034,0
157973,0.174,0.483,-32.815,0.0569,0.000368,0.72,0.0311,93.504,0
157974,0.753,0.292,-11.766,0.0557,0.199,0.127,0.179,157.988,0
157976,0.525,0.98,-3.305,0.0516,0.00241,0.11,0.379,155.04,0
157984,0.206,0.177,-19.623,0.0344,0.95,0.0986,0.0962,78.691,0
157984,0.474,0.0315,-29.749,0.0433,0.995,0.11,0.146,127.789,0
157984,0.519,0.911,-4.522,0.0403,0.00265,0.301,0.881,164.95,0
157988,0.756,0.501,-10.459,0.492,0.00277,0.263,0.925,108.677,0
157988,0.785,0.287,-14.942,0.0597,0.627,0.085,0.244,114.003,0
157988,0.679,0.541,-8.653,0.405,0.221,0.111,0.455,130.549,0
157994,0.714,0.755,-9.481,0.0371,0.319,0.103,0.56,125.967,0
158000,0.39,0.00456,-30.247,0.0403,0.994,0.116,0.255,59.022,0
158000,0.685,0.41,-10.478,0.0392,0.735,0.19,0.0979,89.985,0
158000,0.76,0.52,-4,0.06,0.53,0.07,0.93,90,1
158000,0.929,0.564,-8.32,0.329,0.044,0.112,0.491,96.024,0
158000,0.48,0.291,-13.377,0.0497,0.987,0.107,0.107,109.09,0
158000,0.88,0.75,-4,0.09,0.18,0.11,0.88,118,1
158000,0.685,0.324,-11.848,0.0352,0.642,0.108,0.301,119.836,0
158000,0.537,0.91,-5.253,0.0817,0.000782,0.102,0.251,128.049,0
158000,0.537,0.91,-5.253,0.0817,0.000782,0.102,0.251,128.049,0
158000,0.641,0.436,-10.353,0.323,0.636,0.14,0.535,129.08,0
158000,0.597,0.905,-5.288,0.149,0.0344,0.108,0.513,134.725,0
158000,0.519,0.535,-14.284,0.935,0.764,0.706,0.474,135.462,0
158000,0.654,0.491,-11.715,0.252,0.0809,0.369,0.807,142.037,0
158000,0.66,0.78,-5,0.17,0.06,0.13,0.64,157,1
158000,0.599,0.499,-14.386,0.196,0.105,0.0986,0.765,159.915,0
158000,0.272,0.942,-2.316,0.047,0.346,0.337,0.971,163.287,0
158000,0.56,0.46,-4,0.26,0.48,0.11,0.62,176,1
158000,0.455,0.0038,-32.104,0.177,0.992,0.141,0.254,204.573,0
158013,0.301,0.0122,-23.608,0.0576,0.987,0.0874,0.207,68.721,0
158013,0.665,0.758,-4.538,0.0315,0.621,0.133,0.829,92.192,0
158013,0.504,0.759,-6.959,0.0834,0.397,0.546,0.639,148.644,0
158013,0.645,0.169,-15.744,0.0317,0.844,0.109,0.178,167.826,0
158014,0.434,0.855,-4.486,0.0954,0.115,0.221,0.489,80.066,0
158014,0.557,0.691,-4.825,0.0507,0.321,0.639,0.575,124.632,0
158023,0.713,0.84,-9.861,0.0472,0.0971,0.0433,0.924,149.978,0
158026,0.742,0.824,-7.819,0.0809,0.721,0.964,0.964,98.934,0
158027,0.541,0.468,-4.039,0.362,0.404,0.358,0.69,95.266,0
158029,0.368,0.911,-6.515,0.0936,0.015,0.0539,0.0565,147.733,0
158031,0.781,0.715,-8.043,0.0406,0.614,0.0974,0.63,120.026,0
158036,0.276,0.259,-17.332,0.034,0.987,0.102,0.416,180.901,0
158037,0.579,0.924,-4.634,0.0982,0.615,0.296,0.916,154.847,0
158040,0.375,0.458,-14.019,0.0379,0.44,0.651,0.57,89.907,0
158040,0.598,0.747,-2.497,0.0284,0.39,0.238,0.962,115.464,0
158040,0.372,0.865,-4.288,0.0513,0.00169,0.127,0.594,176.689,0
158040,0.493,0.758,-8.544,0.0607,0.0971,0.0879,0.71,180.41,0
158048,0.516,0.743,-6.107,0.282,0.07,0.107,0.445,81.335,0
158048,0.488,0.175,-16.332,0.0334,0.655,0.33,0.192,109.192,0
158053,0.259,0.972,-4.267,0.727,0.0506,0.371,0.153,211.945,0
158055,0.633,0.776,-3.839,0.173,0.296,0.225,0.889,107.636,0
158058,0.714,0.396,-12.276,0.0498,0.687,0.114,0.21,83.005,0
158063,0.737,0.858,-4.1,0.0648,0.0537,0.0825,0.65,126.254,0
158066,0.331,0.194,-15.606,0.03,0.757,0.0979,0.0756,97.585,0
158066,0.693,0.705,-6.283,0.0352,0.407,0.108,0.904,100.367,0
158066,0.75,0.855,-4.441,0.0436,0.0789,0.0851,0.879,150.03,0
158069,0.803,0.309,-8.325,0.0401,0.855,0.105,0.733,132.826,0
158073,0.708,0.72,-2.853,0.0603,0.00268,0.136,0.621,104.998,0
158086,0.774,0.68,-6.587,0.0277,0.0871,0.11,0.464,115.006,0
158095,0.691,0.924,-3.839,0.0577,0.00828,0.402,0.34,125.983,0
158095,0.621,0.989,-4.225,0.0434,0.015,0.184,0.0348,126.002,0
158103,0.575,0.4,-7.674,0.0598,0.000348,0.0536,0.0724,110.199,0
158110,0.703,0.57,-7.556,0.0723,0.131,0.116,0.583,170.073,0
158114,0.803,0.858,-4.019,0.0538,0.0111,0.0766,0.862,121.989,0
158117,0.451,0.233,-17.755,0.213,0.898,0.107,0.296,78.243,0
158117,0.494,0.419,-9.345,0.0333,0.626,0.178,0.373,84.608,0
158117,0.455,0.721,-8.877,0.111,0.15,0.108,0.133,84.923,0
158117,0.472,0.566,-5.697,0.0583,0.0749,0.102,0.266,100.095,0
158117,0.716,0.513,-10.159,0.223,0.085,0.12,0.8,141.894,0
158117,0.617,0.956,-2.395,0.0521,0.00042,0.523,0.0704,170.082,0
158133,0.54,0.158,-17.694,0.0335,0.704,0.096,0.303,122.286,0
158133,0.654,0.779,-9.172,0.046,0.116,0.331,0.444,125.999,0
158142,0.76,0.621,-5.208,0.0896,0.576,0.254,0.962,139.965,0
158158,0.76,0.378,-11.719,0.0633,0.532,0.117,0.265,80.031,0
158158,0.753,0.619,-9.708,0.0572,0.00651,0.282,0.886,125.983,0
158158,0.496,0.98,-3.434,0.0474,0.000291,0.353,0.391,150.008,0
158160,0.495,0.335,-18.848,0.0494,0.826,0.104,0.0384,115.952,0
158167,0.633,0.478,-8.039,0.044,0.0558,0.202,0.441,169.961,0
158173,0.421,0.474,-8.096,0.028,0.674,0.172,0.673,104.596,0
158181,0.8,0.437,-6.351,0.0566,0.000619,0.101,0.583,87.985,0
158181,0.672,0.759,-7.761,0.0266,0.0826,0.19,0.217,110.005,0
158186,0.483,0.0589,-28.255,0.0394,0.979,0.0375,0.0783,84.038,0
158187,0.776,0.729,-5.504,0.438,0.333,0.149,0.526,97.901,0
158188,0.63,0.882,-5.915,0.902,0.795,0.433,0.429,104.102,0
158200,0.184,0.954,-7.719,0.103,1.22E-05,0.0932,0.222,83.346,0
158200,0.602,0.684,-8.021,0.029,0.103,0.175,0.961,133,0
158200,0.603,0.774,-5.63,0.0809,0.483,0.238,0.559,159.975,0
158213,0.572,0.827,-4.41,0.045,0.0187,0.0296,0.906,116.23,0
158213,0.762,0.419,-9.312,0.0653,0.744,0.144,0.765,119.964,0
158218,0.668,0.826,-7.048,0.0571,0.699,0.894,0.642,130.861,0
158224,0.726,0.954,-2.23,0.091,0.438,0.289,0.353,129.92,0
158241,0.731,0.328,-7.947,0.069,0.816,0.085,0.929,103.228,0
158243,0.501,0.993,-5.502,0.0802,0.00473,0.147,0.451,150.05,0
158249,0.547,0.619,-9.087,0.0297,0.75,0.149,0.888,161.631,0
158250,0.903,0.842,-6.603,0.227,0.267,0.715,0.741,133.892,0
158253,0.555,0.377,-9.123,0.0295,0.671,0.128,0.619,78.986,0
158253,0.122,0.307,-13.257,0.033,0.741,0.12,0.0392,85.667,0
158253,0.522,0.825,-7.103,0.0384,0.4,0.182,0.881,92.569,0
158253,0.855,0.87,-2.059,0.0826,0.0122,0.0202,0.863,103.028,0
158260,0.731,0.593,-7.953,0.279,0.557,0.168,0.713,137.793,0
158266,0.53,0.343,-10.065,0.0263,0.704,0.156,0.554,99.876,0
158266,0.493,0.762,-6.114,0.147,0.00216,0.713,0.708,133.227,0
158266,0.71,0.823,-8.713,0.0901,0.467,0.0982,0.967,143.138,0
158266,0.757,0.3,-9.017,0.0434,0.836,0.0649,0.961,161.295,0
158266,0.404,0.899,-8.13,0.101,0.0169,0.31,0.633,195.332,0
158277,0.845,0.712,-5.921,0.0597,0.657,0.347,0.847,114.862,0
158280,0.547,0.991,-3.643,0.0487,0.000771,0.366,0.419,100.004,0
158280,0.796,0.607,-6.114,0.0409,0.00565,0.0716,0.566,125.053,0
158280,0.737,0.5,-8.791,0.191,0.0321,0.11,0.459,139.835,0
158286,0.666,0.824,-2.138,0.0784,0.194,0.0993,0.888,130.582,0
158293,0.32,0.101,-18.386,0.0668,0.985,0.121,0.17,85.52,0
158293,0.468,0.83,-5.293,0.14,0.000524,0.105,0.847,168.242,0
158293,0.215,0.983,-3.154,0.114,2.61E-05,0.184,0.623,183.911,0
158294,0.716,0.77,-4.071,0.158,0.144,0.0211,0.924,170.045,0
158297,0.739,0.638,-8.741,0.335,0.408,0.162,0.434,94.092,0
158312,0.763,0.853,-4.538,0.17,0.0565,0.149,0.501,119.958,0
158313,0.764,0.797,-6.558,0.0382,0.486,0.0599,0.977,104.488,0
158316,0.775,0.658,-5.119,0.175,0.0988,0.111,0.325,139.978,0
158316,0.443,0.55,-8.551,0.0877,0.93,0.347,0.33,143.651,0
158333,0.726,0.597,-10.2,0.213,0.249,0.327,0.761,143.95,0
158333,0.18,0.87,-6.432,0.091,1.23E-06,0.507,0.361,178.925,0
158343,0.155,0.993,-16.381,0.0662,0.0911,0.799,1.00E-05,133.085,0
158343,0.155,0.993,-16.381,0.0662,0.0911,0.799,1.00E-05,133.085,0
158346,0.582,0.397,-10.582,0.0453,0.379,0.0759,0.531,170.031,0
158352,0.545,0.995,-1.913,0.237,0.00542,0.0939,0.448,88.008,0
158360,0.539,0.481,-11.066,0.0262,0.832,0.0565,0.235,84.998,0
158360,0.743,0.666,-8.337,0.0546,0.432,0.129,0.492,101.002,0
158360,0.417,0.98,-1.483,0.103,0.000203,0.18,0.451,162.981,0
158375,0.704,0.657,-4.231,0.0443,0.0142,0.158,0.702,184.076,0
158395,0.707,0.484,-6.08,0.0289,0.247,0.145,0.589,99.451,0
158400,0.555,0.655,-8.432,0.0542,0.00525,0.663,0.278,99.699,0
158400,0.923,0.587,-3.826,0.103,0.0125,0.0729,0.252,100.003,0
158400,0.481,0.993,-0.77,0.0402,0.000505,0.516,0.0388,100.008,0
158400,0.626,0.754,-6.217,0.0269,0.00998,0.157,0.317,100.015,0
158400,0.722,0.579,-8.909,0.12,0.343,0.268,0.453,100.021,0
158400,0.672,0.897,-6.013,0.0987,0.692,0.833,0.685,102.112,0
158400,0.355,0.995,-3.175,0.071,0.0273,0.241,0.577,121.586,0
158400,0.512,0.992,-3.347,0.111,0.00854,0.325,0.219,150.012,0
158400,0.632,0.55,-8.12,0.258,0.407,0.158,0.518,200.086,0
158413,0.633,0.824,-6.399,0.0437,0.471,0.0986,0.483,175.089,0
158416,0.739,0.639,-6.838,0.0299,0.168,0.212,0.303,121.962,0
158418,0.707,0.635,-5.968,0.255,0.509,0.135,0.548,177.055,0
158422,0.444,0.0629,-20.499,0.035,0.962,0.097,0.225,141.325,0
158432,0.792,0.867,-6.158,0.0783,0.415,0.0493,0.975,171.956,0
158432,0.769,0.797,-6.07,0.0641,0.604,0.0543,0.944,171.985,0
158436,0.703,0.749,-6.056,0.0396,0.517,0.0966,0.963,172.066,0
158440,0.464,0.981,-7.294,0.0838,0.65,0.0826,0.311,150.657,0
158446,0.718,0.616,-6.598,0.0901,0.0741,0.367,0.354,102.981,0
158446,0.792,0.718,-4.619,0.044,0.39,0.301,0.545,103.049,0
158461,0.728,0.716,-3.615,0.0551,0.187,0.106,0.756,155.951,0
158463,0.849,0.48,-5.835,0.226,0.612,0.295,0.677,142.021,0
158466,0.287,0.249,-14.572,0.0375,0.964,0.092,0.239,87.79,0
158466,0.583,0.781,-5.575,0.036,0.0938,0.315,0.849,123.453,0
158474,0.615,0.743,-6.569,0.041,0.237,0.148,0.528,162.22,0
158475,0.792,0.769,-3.831,0.164,0.807,0.0897,0.541,133.102,0
158480,0.653,0.461,-7.733,0.0688,0.727,0.102,0.701,77.539,0
158480,0.615,0.338,-7.372,0.0542,0.673,0.162,0.589,107.827,0
158484,0.45,0.858,-2.962,0.0421,0.417,0.0816,0.688,158.058,0
158493,0.756,0.473,-8.419,0.0397,0.607,0.292,0.896,116.161,0
158499,0.584,0.567,-10.01,0.249,0.657,0.216,0.397,104.819,0
158500,0.66,0.709,-5.497,0.0425,0.215,0.146,0.471,148.03,0
158500,0.385,0.875,-7.3,0.0464,0.000409,0.341,0.445,164.684,0
158506,0.671,0.462,-8.053,0.105,0.824,0.0924,0.742,131.157,0
158515,0.684,0.539,-7.526,0.0894,0.079,0.165,0.309,99.924,0
158518,0.494,0.627,-5.94,0.151,0.743,0.198,0.185,161.987,0
158519,0.594,0.123,-17.052,0.0662,0.984,0.107,0.267,116.346,0
158519,0.741,0.358,-13.815,0.0767,0.709,0.179,0.547,134.954,0
158520,0.294,0.00785,-29.64,0.0667,0.994,0.0929,0.173,70.958,0
158520,0.392,0.395,-6.674,0.0252,0.913,0.246,0.471,82.249,0
158520,0.655,0.817,-4.286,0.346,0.00106,0.066,0.671,129.738,0
158521,0.606,0.688,-5.316,0.284,0.296,0.288,0.578,105.187,0
158525,0.45,0.21,-16.581,0.0513,0.857,0.199,0.49,119.468,0
158533,0.479,0.218,-13.826,0.0406,0.981,0.229,0.55,120.416,0
158536,0.73,0.699,-7.332,0.0434,0.0401,0.129,0.624,122.968,0
158538,0.272,0.272,-16.22,0.0382,0.975,0.146,0.0873,140.672,0
158540,0.745,0.612,-5.86,0.0816,0.0856,0.088,0.461,151.998,0
158540,0.477,0.925,-7.118,0.0661,0.00218,0.422,0.415,164.975,0
158544,0.63,0.966,-4.673,0.324,0.474,0.473,0.55,185.932,0
158550,0.547,0.795,-4.278,0.0534,0.0556,0.0895,0.355,130.343,0
158554,0.64,0.94,-2.976,0.0795,0.00528,0.357,0.243,127.995,0
158554,0.675,0.992,-0.533,0.0605,0.0022,0.387,0.483,128.034,0
158568,0.94,0.581,-12.619,0.4,0.0442,0.372,0.662,116.969,0
158569,0.93,0.539,-5.578,0.119,0.435,0.197,0.717,129.956,0
158571,0.68,0.206,-10.361,0.0671,0.582,0.0957,0.168,70.094,0
158571,0.441,0.967,-5.926,0.152,2.63E-05,0.139,0.0628,105.02,0
158571,0.878,0.525,-6.832,0.0578,0.183,0.0714,0.694,112.022,0
158571,0.66,0.942,-2.273,0.185,0.00789,0.834,0.543,126.017,0
158573,0.79,0.605,-9.939,0.0754,0.291,0.143,0.425,122.991,0
158573,0.685,0.731,-6.121,0.033,0.00217,0.372,0.171,128.968,0
158591,0.504,0.056,-24.25,0.0478,0.992,0.11,0.337,75.761,0
158594,0.558,0.454,-5.335,0.0551,0.499,0.146,0.424,113.12,0
158594,0.613,0.493,-5.437,0.0512,0.421,0.19,0.434,114.863,0
158600,0.332,0.0525,-24.1,0.0388,0.991,0.0683,0.097,78.853,0
158600,0.332,0.0808,-18.93,0.0498,0.989,0.107,0.208,79.276,0
158600,0.556,0.909,-6.036,0.0704,0.231,0.37,0.839,117.378,0
158600,0.549,0.992,-3.712,0.116,0.797,0.196,0.877,172.342,0
158602,0.618,0.767,-5.024,0.0491,0.00564,0.147,0.239,124.067,0
158608,0.822,0.897,-5.308,0.118,0.262,0.226,0.661,114.964,0
158608,0.771,0.849,-5.256,0.0408,0.062,0.0765,0.616,115.024,0
158613,0.278,0.912,-5.542,0.0704,2.94E-05,0.12,0.49,179.847,0
158627,0.784,0.923,-2.008,0.371,0.125,0.355,0.753,175.187,0
158644,0.619,0.737,-8.622,0.479,0.251,0.196,0.765,86.021,0
158650,0.0513,0.971,-5.532,0.0683,6.30E-06,0.0854,0.513,175.152,0
158661,0.599,0.947,-4.625,0.0497,0.0125,0.295,0.665,132.981,0
158666,0.194,0.179,-16.834,0.0422,0.988,0.0819,0.179,177.694,0
158667,0.77,0.614,-5.49,0.0816,0.0671,0.0873,0.698,115.012,0
158671,0.61,0.75,-4.688,0.0412,0.00533,0.199,0.354,128.022,0
158677,0.716,0.465,-12.776,0.0377,0.166,0.147,0.416,120.988,0
158677,0.903,0.241,-12.643,0.0833,0.62,0.109,0.275,121.006,0
158690,0.401,0.252,-11.429,0.0314,0.951,0.135,0.234,77.188,0
158693,0.779,0.138,-13.018,0.0632,0.827,0.104,0.424,141.268,0
158704,0.739,0.853,-4.184,0.0629,0.0306,0.102,0.344,124.921,0
158706,0.583,0.283,-14.697,0.0377,0.976,0.11,0.0611,74.987,0
158706,0.576,0.812,-5.526,0.0545,0.0129,0.572,0.653,142.37,0
158720,0.305,0.902,-6.227,0.096,3.74E-05,0.185,0.248,112.623,0
158724,0.733,0.725,-3.492,0.177,0.32,0.183,0.755,115.031,0
158733,0.431,0.95,-4.918,0.26,0.00105,0.272,0.56,191.936,0
158735,0.822,0.917,-4.689,0.0557,0.0204,0.0746,0.893,124.023,0
158745,0.304,0.985,-4.337,0.193,0.000164,0.23,0.0381,134.232,0
158753,0.715,0.623,-8.858,0.0378,0.15,0.296,0.619,134.016,0
158758,0.626,0.787,-4.566,0.067,0.352,0.0994,0.759,155.994,0
158759,0.399,0.055,-30.203,0.0431,0.991,0.11,0.155,138.428,0
158760,0.837,0.626,-5.674,0.152,0.0588,0.252,0.592,99.987,0
158760,0.571,0.877,-9.563,0.0342,0.344,0.166,0.814,120.907,0
158762,0.179,0.987,-5.297,0.101,0.00123,0.621,0.0643,95.738,0
158769,0.856,0.554,-9.015,0.0482,0.2,0.11,0.76,121.025,0
158769,0.892,0.664,-2.415,0.432,0.45,0.109,0.817,129.912,0
158769,0.686,0.105,-25.182,0.036,0.921,0.131,0.0948,129.985,0
158769,0.888,0.731,-1.382,0.288,0.558,0.113,0.887,130.068,0
158772,0.67,0.847,-3.723,0.043,0.0156,0.22,0.613,150.109,0
158779,0.614,0.53,-9.098,0.0265,0.507,0.125,0.734,144.986,0
158794,0.65,0.0708,-16.557,0.0643,0.994,0.0966,0.111,118.121,0
158798,0.642,0.572,-9.524,0.151,0.194,0.172,0.545,115.089,0
158800,0.438,0.945,-5.415,0.0744,2.34E-06,0.973,0.164,94.494,0
158800,0.66,0.557,-9.597,0.03,0.158,0.543,0.788,110.743,0
158806,0.431,0.0197,-26.95,0.0757,0.991,0.0798,0.0929,70.012,0
158807,0.596,0.743,-4.149,0.0302,0.0696,0.202,0.531,125.883,0
158812,0.668,0.334,-11.776,0.0569,0.612,0.231,0.457,109.604,0
158816,0.524,0.931,-2.583,0.234,0.207,0.369,0.603,159.894,0
158839,0.66,0.489,-11.3,0.0758,0.0349,0.114,0.304,77.028,0
158839,0.497,0.806,-6.043,0.0401,0.28,0.125,0.519,130.049,0
158840,0.65,0.433,-6.113,0.0397,0.553,0.263,0.786,130.038,0
158840,0.381,0.957,-10.95,0.0622,9.87E-05,0.287,0.385,149.085,0
158846,0.768,0.716,-7.209,0.325,0.135,0.162,0.633,100.04,0
158853,0.703,0.0828,-14.178,0.139,0.825,0.13,0.57,125.879,0
158853,0.469,0.596,-8.348,0.0749,0.0101,0.321,0.783,133.586,0
158853,0.431,0.678,-7.945,0.0365,0.7,0.199,0.633,135.919,0
158857,0.82,0.659,-4.426,0.0404,0.0384,0.296,0.625,104.948,0
158857,0.697,0.642,-6.205,0.0617,0.0498,0.436,0.948,105.138,0
158866,0.621,0.395,-12.138,0.0311,0.64,0.33,0.589,98.146,0
158879,0.587,0.55,-4.967,0.0279,0.712,0.182,0.525,109.967,0
158880,0.604,0.549,-9.873,0.0389,0.531,0.438,0.696,111.398,0
158880,0.643,0.807,-6.625,0.0396,0.407,0.127,0.582,124.028,0
158887,0.468,0.223,-12.11,0.0336,0.719,0.0598,0.401,155.97,0
158890,0.457,0.839,-5.233,0.169,0.462,0.214,0.75,166.786,0
158894,0.847,0.652,-7.422,0.108,0.38,0.111,0.629,76.779,0
158896,0.673,0.969,-0.362,0.129,0.0125,0.261,0.248,145.005,0
158901,0.766,0.609,-3.448,0.413,0.0332,0.0885,0.516,90.846,0
158906,0.474,0.843,-4.453,0.209,0.0205,0.0636,0.901,131.992,0
158906,0.625,0.891,-9.239,0.0483,0.0175,0.199,0.805,168.451,0
158916,0.73,0.981,-2.113,0.0607,0.0208,0.403,0.846,117.977,0
158933,0.496,0.933,-4.228,0.104,4.44E-05,0.18,0.214,89.98,0
158933,0.615,0.907,-9.234,0.042,0.0194,0.279,0.8,168.459,0
158946,0.753,0.958,-4.088,0.0504,0.0449,0.383,0.964,167.944,0
158958,0.655,0.786,-6.588,0.0931,0.144,0.282,0.374,122.946,0
158960,0.616,0.253,-9.247,0.0248,0.764,0.309,0.528,98.337,0
158960,0.537,0.938,-6.029,0.0468,0.00221,0.125,0.737,100.283,0
158960,0.816,0.223,-13.643,0.0702,0.503,0.0618,0.842,122.708,0
158960,0.666,0.885,-7.147,0.0264,0.00964,0.126,0.827,132.033,0
158960,0.409,0.234,-13.711,0.0323,0.338,0.0895,0.145,139.832,0
158974,0.346,0.0431,-29.328,0.0387,0.994,0.109,0.326,138.532,0
158982,0.156,0.00453,-34.118,0.0404,0.994,0.0741,0.0619,73.865,0
158987,0.606,0.932,-2.028,0.0548,0.353,0.116,0.615,141.919,0
158993,0.422,0.966,-4.446,0.0684,0.00267,0.37,0.234,154.161,0
158994,0.687,0.717,-6.61,0.0755,0.0744,0.134,0.685,88.063,0
159000,0.859,0.439,-7.152,0.0351,0.261,0.103,0.961,80.006,0
159000,0.474,0.865,-3.926,0.0483,0.000659,0.198,0.344,87.074,0
159000,0.736,0.531,-11.815,0.179,0.221,0.0961,0.389,90.001,0
159000,0.75,0.692,-6.18,0.0421,0.308,0.162,0.659,94.998,0
159000,0.55,0.145,-15.753,0.0332,0.913,0.118,0.138,103.918,0
159000,0.618,0.42,-9.903,0.106,0.294,0.117,0.922,151.387,0
159000,0.573,0.316,-22.426,0.246,0.863,0.112,0.425,160.162,0
159003,0.56,0.973,-2.567,0.177,0.0401,0.416,0.483,159.935,0
159003,0.615,0.992,-4.922,0.0938,0.105,0.565,0.303,160.026,0
159007,0.345,0.95,-4.557,0.08,0.000509,0.175,0.154,170.068,0
159008,0.678,0.634,-6.606,0.274,0.656,0.31,0.574,159.682,0
159010,0.8,0.678,-10.473,0.0665,0.0409,0.154,0.946,104.989,0
159012,0.426,0.127,-13.287,0.0648,0.863,0.0993,0.149,62.535,0
159012,0.731,0.597,-7.661,0.0567,0.338,0.0771,0.863,101.991,0
159021,0.701,0.852,-7.623,0.0611,0.124,0.171,0.238,122.984,0
159026,0.691,0.426,-9.682,0.0677,0.827,0.067,0.559,74.779,0
159033,0.519,0.911,-2.799,0.101,8.51E-05,0.176,0.401,119.974,0
159039,0.777,0.415,-8.746,0.033,0.608,0.309,0.609,129.917,0
159040,0.491,0.121,-19.363,0.0351,0.948,0.113,0.251,140.237,0
159045,0.653,0.869,-3.907,0.0583,0.0372,0.158,0.83,122.047,0
159047,0.61,0.907,-5.224,0.154,0.0207,0.165,0.515,126.235,0
159053,0.516,0.435,-8.166,0.0491,0.937,0.445,0.56,126.926,0
159053,0.566,0.446,-6.657,0.0396,0.663,0.198,0.354,150.88,0
159053,0.168,0.996,-2.307,0.176,2.71E-06,0.33,0.0848,170.15,0
159066,0.632,0.754,-8.207,0.0528,0.744,0.964,0.942,89.964,0
159066,0.652,0.303,-8.573,0.0297,0.851,0.324,0.706,114.665,0
159069,0.457,0.55,-9.915,0.437,0.885,0.374,0.282,84.078,0
159077,0.649,0.69,-5.384,0.0296,0.0247,0.161,0.593,104.04,0
159080,0.818,0.394,-10.768,0.0369,0.83,0.124,0.784,108.937,0
159080,0.392,0.499,-6.997,0.0425,0.0166,0.234,0.232,135.551,0
159080,0.614,0.915,-5.302,0.0434,0.819,0.786,0.826,160.976,0
159085,0.81,0.56,-7.971,0.146,0.189,0.116,0.41,87.493,0
159085,0.552,0.667,-8.024,0.333,0.0381,0.0777,0.348,174.889,0
159093,0.586,0.984,-3.408,0.906,0.877,0.854,0.218,129.459,0
159102,0.723,0.415,-10.394,0.395,0.471,0.0995,0.581,159.65,0
159105,0.608,0.45,-8.091,0.034,0.846,0.207,0.628,126.862,0
159107,0.882,0.619,-3.96,0.142,0.235,0.11,0.548,85.953,0
159117,0.683,0.319,-7.821,0.0379,0.939,0.143,0.741,84.987,0
159120,0.358,0.51,-5.281,0.063,0.915,0.135,0.478,84.289,0
159120,0.528,0.861,-3.267,0.121,0.0261,0.16,0.858,180.132,0
159123,0.87,0.479,-7.779,0.165,0.161,0.209,0.717,104.059,0
159125,0.975,0.243,-11.689,0.0695,0.806,0.151,0.817,120.103,0
159130,0.725,0.821,-5.147,0.154,0.103,0.118,0.135,91.821,0
159130,0.735,0.501,-11.257,0.167,0.627,0.104,0.551,92.031,0
159130,0.632,0.516,-6.674,0.133,0.239,0.392,0.339,122.11,0
159130,0.555,0.806,-4.094,0.0466,0.039,0.347,0.22,184.042,0
159130,0.624,0.734,-7.338,0.176,0.33,0.326,0.563,184.051,0
159133,0.677,0.713,-6.626,0.0288,0.0117,0.0952,0.744,119.997,0
159133,0.457,0.602,-11.774,0.0361,0.153,0.132,0.769,129.507,0
159136,0.767,0.705,-5.741,0.079,0.588,0.305,0.554,85.909,0
159146,0.482,0.444,-6.729,0.0354,0.967,0.0705,0.832,138.504,0
159149,0.645,0.708,-6.005,0.0382,0.00909,0.115,0.282,80.503,0
159150,0.596,0.21,-9.604,0.0495,0.822,0.129,0.28,86.134,0
159160,0.616,0.636,-7.055,0.0325,0.208,0.517,0.654,110.618,0
159162,0.398,0.928,-1.203,0.436,0.00261,0.31,0.227,149.855,0
159168,0.541,0.688,-5.184,0.198,0.00479,0.0733,0.649,109.843,0
159172,0.665,0.296,-15.971,0.271,0.593,0.0649,0.78,121.009,0
159173,0.275,0.0929,-19.473,0.0447,0.993,0.26,0.0722,86.383,0
159173,0.438,0.985,-5.571,0.0583,2.69E-06,0.383,0.583,105.993,0
159188,0.494,0.377,-10.23,0.0516,0.77,0.171,0.508,144.636,0
159193,0.447,0.314,-13.659,0.041,0.835,0.134,0.134,123.936,0
159195,0.736,0.289,-11.398,0.0494,0.93,0.139,0.15,68.987,0
159198,0.7,0.725,-5.644,0.0432,0.0524,0.256,0.192,109.951,0
159200,0.519,0.896,-9.341,0.0358,0.000374,0.0884,0.882,128.355,0
159202,0.673,0.789,-7.46,0.0375,0.565,0.175,0.672,100.027,0
159204,0.499,0.806,-18.221,0.921,0.689,0.533,0.0657,104.027,0
159205,0.676,0.333,-7.333,0.0325,0.89,0.116,0.454,92.998,0
159205,0.694,0.899,-2.24,0.03,0.421,0.178,0.836,152.014,0
159207,0.582,0.287,-9.597,0.0361,0.896,0.212,0.543,82.835,0
159207,0.72,0.776,-2.326,0.109,0.0165,0.106,0.62,100.988,0
159208,0.337,0.0111,-27.273,0.0456,0.991,0.0886,0.148,75.69,0
159213,0.539,0.171,-14.185,0.0492,0.959,0.0928,0.542,90.505,0
159215,0.777,0.787,-5.472,0.0964,0.104,0.0654,0.88,110.02,0
159216,0.69,0.174,-17.868,0.33,0.989,0.596,0.774,138.951,0
159230,0.782,0.536,-6.635,0.036,0.387,0.173,0.23,129.994,0
159245,0.555,0.681,-5.383,0.0708,0.00829,0.0848,0.337,171.827,0
159252,0.671,0.884,-5.887,0.0795,0.00932,0.111,0.197,116.971,0
159253,0.4,0.991,-2.043,0.152,4.29E-05,0.28,0.45,129.519,0
159264,0.852,0.703,-3.035,0.0338,0.405,0.061,0.823,137.118,0
159266,0.202,0.238,-16.526,0.0338,0.727,0.126,0.0383,97.274,0
